,loss,accuracy,val_loss,val_accuracy
0,0.4710988700389862,0.7614799737930298,0.347210168838501,0.8462799787521362
1,0.28664517402648926,0.8840399980545044,0.35378289222717285,0.8461999893188477
2,0.22519175708293915,0.9122400283813477,0.4338957369327545,0.8365200161933899
3,0.166556715965271,0.938759982585907,0.4303586781024933,0.8294399976730347
4,0.11651825904846191,0.9585199952125549,0.5490524768829346,0.8279200196266174
5,0.07890152931213379,0.9721999764442444,0.6068670749664307,0.8159599900245667
6,0.05074366182088852,0.9828400015830994,0.7827947735786438,0.8216000199317932
7,0.04280869662761688,0.9859200119972229,0.8666079640388489,0.8097599744796753
8,0.034057874232530594,0.9882000088691711,0.9704703092575073,0.8177599906921387
9,0.02928556129336357,0.9897199869155884,0.9470237493515015,0.8143600225448608
