,loss,accuracy,val_loss,val_accuracy
0,0.6156931519508362,0.6611599922180176,0.40350964665412903,0.8306800127029419
1,0.3202528953552246,0.8683199882507324,0.3359553813934326,0.85316002368927
2,0.2071041613817215,0.9235600233078003,0.35027843713760376,0.849839985370636
3,0.12034301459789276,0.9666799902915955,0.39052852988243103,0.8413199782371521
4,0.05806858465075493,0.9907199740409851,0.43772125244140625,0.8358399868011475
5,0.02724582701921463,0.9976800084114075,0.473580539226532,0.834119975566864
6,0.013742913492023945,0.9991599917411804,0.511080265045166,0.8331599831581116
7,0.007465517148375511,0.9997599720954895,0.5411505699157715,0.832319974899292
8,0.00436936691403389,1.0,0.5677980780601501,0.8330000042915344
9,0.0029998940881341696,1.0,0.5928994417190552,0.8321200013160706
