,loss,accuracy,val_loss,val_accuracy
0,0.5127042531967163,0.7279999852180481,0.3632771372795105,0.8427199721336365
1,0.30035436153411865,0.8799200057983398,0.3546317517757416,0.8463600277900696
2,0.2460681051015854,0.9052799940109253,0.3703542649745941,0.8402799963951111
3,0.20588980615139008,0.9236000180244446,0.39816755056381226,0.8344799876213074
4,0.1795123815536499,0.9350399971008301,0.49086183309555054,0.8256800174713135
5,0.15569382905960083,0.9467200040817261,0.4760999083518982,0.8202800154685974
6,0.1313442438840866,0.9559999704360962,0.49798399209976196,0.8234400153160095
7,0.11211004853248596,0.9642400145530701,0.5213577151298523,0.8212000131607056
8,0.10432115197181702,0.965719997882843,0.5657789707183838,0.8159599900245667
9,0.10213112086057663,0.9653199911117554,0.5733242034912109,0.8118399977684021
